1875.1584  FeI_1875     8.7450e-03  0.0000e+00  55.8450    1 
1883.7787  FeI_1883     5.2690e-03  0.0000e+00  55.8450    1
1888.4448  FeI_1888     3.1970e-03  0.0000e+00  55.8450    1
1892.0300  SiIII_1892   2.6890e-05  1.6700e+04  28.0855    1
1905.7740  TiII_1905    1.6100e-02  0.0000e+00  47.8670    1
1906.2390  TiII_1906    2.2800e-02  0.0000e+00  47.8670    1
1908.7340  CIII_1908    1.2320e-07  7.5200e+01  12.0107    1
1910.6090  TiII_1910.6  1.0400e-01  0.0000e+00  47.8670  1,24
1910.9380  TiII_1910.9  9.8000e-02  0.0000e+00  47.8670  1,24
1934.5351  FeI_1934     1.1110e-02  0.0000e+00  55.8450    1
1937.2682  FeI_1937     9.4570e-03  0.0000e+00  55.8450    1
1941.2800  CoII_1941    3.4000e-02  4.3500e+08  58.9332  1,11,2
1946.9878  FeI_1946     5.2820e-03  0.0000e+00  55.8450    1
2012.1610  CoII_2012    3.6800e-02  3.4500e+08  58.9332  1,26,2
2026.1360  ZnII_2026    4.8860e-01  4.1840e+08  65.3900  1,8,1
2026.2690  CrII_2026    1.2970e-03  0.0000e+00  51.9961    29
2026.4070  CoII_2026    1.2500e-02  3.0300e+08  58.9332  1,26,2
2026.4768  MgI_2026     1.1540e-01  7.2500e+07  24.3050    1
2040.5690  CrII_2040    1.4660e-03  0.0000e+00  51.9961    29
2056.2540  CrII_2056    1.0500e-01  4.0700e+08  51.9961  1,8,2
2059.4710  CoII_2059    7.5100e-03  2.7800e+08  58.9332  1,26,2
2062.2340  CrII_2062    7.8000e-02  4.0600e+08  51.9961  1,8,2
2062.6640  ZnII_2062    2.5640e-01  3.9650e+08  65.3900  1,8,1
2066.1610  CrII_2066    5.1500e-02  4.1700e+08  51.9961  1,8,2
2084.7840  FeI_2084     1.8870e-02  0.0000e+00  55.8450    1
2132.6899  FeI_2132     5.1970e-03  0.0000e+00  55.8450    1
2138.8270  VII_2138     8.2030e-02  0.0000e+00  50.9415    1
2140.3727  FeI_2140     1.5160e-02  0.0000e+00  55.8450    1
2141.7670  VII_2141     8.0540e-03  0.0000e+00  50.9415    1
2167.4531  FeI_2167     1.4990e-01  0.0000e+00  55.8450    1
2208.6665  SiI_2208     5.7540e-02  3.6060e+07  28.0855  1,23,1
2249.8768  FeII_2249    1.8200e-03  3.3100e+08  55.8450  1,12,2
2260.2097  FeI_2260     5.3000e-03  2.5600e+08  55.8450    2
2260.7805  FeII_2260    2.4400e-03  2.5800e+08  55.8450  1,12,2
2276.7289  FeI_2276     7.5600e-03  1.1800e+08  55.8450    2
